icd10,exp_mcr_inpatient,exp_mcr_outpatient,exp_total_inpatient,exp_total_outpatient,bene_ip,bene_op
S3120XD,2515.3726,263.59723,2722.9023,332.12265,30,398
S3120XS,,183.82582,,231.70683,8,61
S3121XA,7637.8315,276.7991,8250.1279,360.7908,68,1108
S3121XD,,403.05844,,508.77136,7,127
S3121XS,,152.64334,,192.26418,1,12
S3122XA,,256.31628,,344.52444,6,67
S3123XA,,418.98001,,554.76135,8,20
S3124XA,,538.69775,,712.79498,4,18
S3125XA,,268.02283,,367.31683,5,59
S3130XA,2868.9475,240.14078,3136.9136,306.13809,302,2328
S3130XD,4558.832,335.61597,5744.5005,433.66409,142,1019
S3130XS,5153.8882,297.43097,6829.502,377.19904,20,118
S3131XA,7367.7871,317.36481,8228.8779,414.41324,113,2103
S3131XD,8170.5337,225.77367,8624.8242,285.1604,17,270
S3131XS,,98.25,,131.51947,7,19
S3132XA,,448.71118,,570.6734,5,64
S3133XA,,290.68924,,364.31345,8,161
S3134XA,,933.22546,,1143.193,5,18
S3135XA,,430.09195,,567.14685,5,78
S3140XA,3466.0615,266.48697,4105.3042,335.01221,92,1129
S3140XD,4542.3374,388.54852,5653.5303,486.31525,41,358
S3140XS,,430.50693,,537.60339,10,62
S3141XA,7368.5825,575.64124,8181.979,737.34601,184,2562
S3141XD,,215.09477,,272.4223,7,210
S3141XS,,191.00459,,244.80675,1,34
S3142XA,,328.90146,,436.40475,11,94
S3143XA,,405.72183,,531.48547,5,33
S31501A,1746.3223,356.81424,1917.9541,445.55389,139,612
S31501D,3348.1104,259.36197,4741.0903,329.74557,54,341
S31501S,,148.04289,,189.78333,5,20
S31502A,2565.2883,320.45828,2841.6885,408.67007,118,482
S31502D,4838.2798,336.09854,6041.6396,424.00928,56,280
S31502S,,176.18111,,224.78014,3,20
S31511A,,154.44049,,195.6515,10,18
S31512A,,160.73701,,202.88286,5,145
S31512D,,129.95897,,164.58034,3,19
S31600A,4795.123,388.33121,5099.8794,492.14761,34,141
S31600D,4902.2778,254.15965,6060.1851,320.37122,21,53
S31601A,18867.189,598.19763,19397.197,758.3811,37,394
S31601D,6279.7446,303.66968,8416.7578,419.8815,14,102
S31602A,3533.0132,289.44989,4092.7034,385.66312,33,113
S31602D,3587.6343,165.17198,4430,210.09665,30,61
S31602S,,558.95245,,703.17493,9,81
S31603A,16447.5,554.15186,16897.963,699.35028,27,161
S31603D,4151.2422,304.8381,5258.7407,392.3638,18,74
S31603S,,256.6947,,327.2706,6,18
S31604A,5479.6865,544.34998,5986.9282,684.10962,29,140
S31604D,5097.8857,339.2485,6566.0625,464.14569,19,55
S31605A,2481.5181,575.86017,2980.001,727.86285,44,235
S31605D,2704.2654,350.82712,3137.6335,438.72894,37,159
S31605S,4190.9512,279.94534,5351.3271,354.80466,14,53
S31609A,1840.3805,527.71594,2137.082,665.69012,927,5952
S31609D,4022.6792,262.60028,4898.6924,332.34473,267,664
S31609S,5057.3813,273.64902,6539.9912,354.29431,56,148
S31610A,20627.242,824.2962,21513.516,1134.4148,48,21
S31611A,20418.428,1300.5991,21408.742,1616.9568,56,22
S31612A,20617.951,961.99353,21447.682,1265.38,63,17
S31613A,22154.756,911.56409,23215.77,1094.1071,22,16
S31614A,25432.504,1146.6162,26529.24,1457.4694,48,21
S31615A,19431.744,523.20428,20164.133,686.37769,36,17
S31619A,16776.428,650.26672,17497.49,828.79089,120,100
S31619D,5620.0669,395.00906,6362.6743,501.41953,13,14
S31622A,26081.68,,28780.441,,15,7
S31629A,21121.039,792.30951,22378.004,984.99799,26,12
S31631A,19264.164,520.53174,20008.266,654.89526,28,17
S31632A,24090.879,,25004.742,,19,9
S31633A,22261.563,,23289.99,,12,6
S31634A,17592.627,415.01001,18362.586,663.1889,19,18
S31639A,21618.852,433.41528,22275.846,582.51129,58,67
S31639D,,134.37143,,182.95071,4,12
S31640A,18272.063,,18881.674,,13,5
S31641A,24797.08,3381.0696,25808.561,4313.8857,28,15
S31644A,30963.166,2462.2161,32205.406,3116.897,17,13
S31645A,10556.68,853.29498,11412.016,1070.4333,18,12
S31649A,21538.402,636.99213,22661.045,832.75366,44,32
S31659D,,136.12273,,170.84773,0,16
S31801A,1322.3458,210.23096,1663.184,266.68842,65,1010
S31801D,,179.53654,,226.37138,10,183
S31801S,,90.765556,,116.44417,0,27
S31802A,1340.0509,301.41867,1706.1134,381.60663,68,426
S31802D,,274.78268,,345.14816,5,51
S31803A,,175.00459,,222.93712,6,100
S31803D,,137.64571,,175.57095,2,17
S31804A,,213.47263,,282.57263,6,39
S31805A,,155.06084,,204.81357,2,130
S31809A,1331.7247,249.55032,1556.6206,317.8909,915,12576
S31809D,2769.9819,317.48904,3521.3059,406.93619,359,4210
S31809S,5261.0571,196.68329,6935.0757,248.27733,71,679
S31811A,3431.481,284.70422,3851.9087,366.80295,61,1528
S31811D,,504.80176,,637.55847,11,1091
S31811S,,199.97461,,248.55692,2,22
S31812A,,322.29669,,414.59894,7,96
S31812D,,244.63434,,312.16663,3,525
S31813A,4708.2593,232.1291,5642.0767,307.53293,13,281
S31813D,,166.77596,,208.45476,1,35
S31813S,,132.44905,,168.79333,1,13
S31814A,,324.15622,,428.1532,3,119
S31815A,,322.17184,,443.6156,7,339
S31815D,,148.70653,,190.26387,1,43
S31819A,2933.7129,260.86755,3295.4238,330.41614,559,8197
S31819D,5306.2764,363.39661,6497.811,461.13959,233,5453
S31819S,4463.165,204.43713,5413.5283,261.78375,61,518
S31821A,4605.0938,256.30002,4972.9219,335.14185,58,1602
S31821D,,388.35703,,490.13223,10,1415
S31821S,,165.38115,,211.47577,2,19
S31822A,7413.7544,297.40991,7976.4771,387.11829,16,72
S31822D,,132.07971,,164.79628,3,27
S31823A,4767.9893,296.94495,5240.8032,390.16608,12,262
S31823D,,150.13824,,188.9415,2,32
S31824A,,301.30807,,391.73495,10,100
S31825A,,341.12656,,450.87805,4,329
S31825D,,209.86548,,275.39142,1,37
S31829A,2353.7419,243.09863,2630.7925,308.44067,516,8073
S31829D,4625.9575,322.61102,6042.0903,411.23712,213,5288
S31829S,4753.3877,203.97198,6087.6724,260.34314,42,523
S31831A,8755.1221,324.43619,9498.0059,422.22598,76,470
S31831D,,359.61905,,449.95114,11,101
S31831S,,722.414,,877.29602,2,12
S31832A,,534.87762,,670.98199,8,18
S31833A,,382.43332,,548.70398,3,12
S31839A,2034.9764,339.9725,2411.8811,433.55576,63,577
S31839D,4196.792,360.13971,5544.3247,457.33038,19,366
S31839S,,175.32727,,219.57545,3,31
S32000A,2583.7898,287.25372,3086.3577,369.05679,4910,38676
S32000B,3747.7417,217.24266,4510.4541,279.26419,40,397
S32000D,7038.3662,267.20123,8282.4063,340.55341,5205,10767
S32000G,4886.2598,243.54082,5738.9155,313.31165,139,1710
S32000K,5581.333,251.96027,6572.6943,324.30179,46,293
S32000S,6505.2598,256.40891,7812.2925,325.66251,2625,9558
S32001A,2809.7825,281.98752,3234.7104,371.6539,806,2587
S32001B,2839.4111,319.26999,3462.4675,401.2431,13,33
S32001D,7128.4395,217.39551,8414.8223,280.01639,669,1477
S32001G,6458.5649,198.55858,7403.8296,256.02768,31,247
S32001K,2754.4895,229.52165,3276.8582,294.84372,14,61
S32001S,6128.8857,249.26408,7349.0845,317.61667,108,392
S32002A,5591.0269,253.23163,5988.103,329.01987,85,243
S32002D,6601.2183,278.68674,7969.5376,350.45871,69,105
S32002G,,549.59351,,702.30219,8,14
S32002S,5312.4629,269.28549,6043.604,339.07315,16,35
S32008A,3145.438,341.36212,3748.6763,443.23813,552,3904
S32008B,4637.6626,214.45313,5299.5835,268.75925,14,58
S32008D,7256.4482,300.67578,8622.4385,384.39117,831,1208
S32008G,7179.1309,210.78833,9118.6094,267.05853,18,103
S32008K,5947.9263,158.84746,7103.1709,211.26819,14,36
S32008S,6788.4766,323.28983,8281.1904,409.79333,282,618
S32009A,3076.8044,264.31244,3601.6155,344.59818,4839,31395
S32009B,2817.0474,227.50095,3632.0657,288.62418,36,278
S32009D,7182.3032,257.92041,8362.625,330.25238,3579,6025
S32009G,6290.4712,249.11565,7417.4834,320.40833,56,402
S32009K,3184.5686,201.14388,3543.6228,261.11453,422,2755
S32009S,6671.0557,250.84637,8049.8765,320.96506,567,1817
S32010A,5099.4424,700.28809,5717.7163,896.01093,13623,64374
S32010B,4804.0977,387.71967,5712.3223,491.79419,86,739
S32010D,7987.5449,275.04938,9096.1094,351.65976,10911,20863
S32010G,6100.6606,651.39038,6841.2915,821.6886,303,3626
S32010K,5200.3486,786.3692,6041.3652,982.23059,66,431
S32010S,6594.522,358.5127,7863.4355,455.22592,1353,5261
S32011A,13903.397,773.07288,14876.261,1012.4084,4208,4185
S32011B,,461.20517,,582.53131,10,25
S32011D,11005.496,207.36661,11873.954,271.85663,1391,1735
S32011G,16700.861,498.06317,17347.404,624.52283,39,163
S32011K,24055.695,401.14124,24697.844,511.0188,16,24
S32011S,7237.2935,384.98392,8204.7852,476.7326,104,238
S32012A,25021.887,438.38553,26002.406,588.56256,1041,746
S32012D,9898.8018,244.49606,10877.442,314.23859,278,280
S32012G,9672.7119,236.67313,10309.98,330.56546,29,66
S32012K,19165.877,,19951.117,,16,9
S32012S,6651.8818,656.76898,7544.5742,765.10254,32,52
S32018A,7961.4614,835.21991,8796.0176,1089.218,5391,14773
S32018B,6189.1064,649.68433,7282.8848,823.44342,13,45
S32018D,9533.1455,284.33347,10550.896,367.01477,2463,2415
S32018G,9669.9131,920.47058,10492.023,1166.6799,46,208
S32018K,,473.87363,,665.81702,10,41
S32018S,6930.9932,412.55267,8189.146,521.38055,230,437
S32019A,8162.083,674.82251,9098.2197,893.18756,16788,33803
S32019B,5619.6641,353.5506,6614.5894,470.11685,23,79
S32019D,9957.3945,261.73425,10886.057,339.52594,5458,4962
S32019G,10030.198,637.94812,10736.56,818.25507,66,337
S32019K,8613.3867,429.53818,9054.9512,534.93488,24,66
S32019S,6546.8916,328.04727,8055.6313,424.76331,287,675
S32020A,4931.0117,737.92212,5521.7173,940.51141,6164,29424
S32020B,5951.5513,402.62372,6547.5967,509.59561,26,189
S32020D,7977.4688,285.82437,9091.4355,363.73822,4950,9832
S32020G,5529.0171,670.64795,6309.3433,844.7132,154,1818
S32020K,5858.0986,734.84094,6486.6377,925.81458,41,211
S32020S,6332.0747,385.3638,7578.2622,487.53738,605,2341
S32021A,12904.267,807.4649,13827.901,1064.7205,1665,1681
S32021B,,379.80499,,487.45859,4,14
S32021D,11262.455,234.33704,12308.147,300.03748,560,675
S32021G,21812.336,661.69128,22464.547,835.78558,22,56
S32021S,8035.4805,299.75085,9520.0713,407.11743,49,90
S32022A,23109.422,856.60895,24043.727,1048.2825,432,267
S32022D,9327.8096,188.00166,10465.893,244.47171,103,122
S32022G,,449.45731,,576.09106,7,20
S32022S,7095.2627,466.85757,7981.4102,590.14819,16,23
S32028A,7902.1064,873.36829,8698.1768,1124.7395,2591,7286
S32028B,,245.34978,,308.38141,6,29
S32028D,9555.2275,304.12851,10538.387,387.7251,1262,1267
S32028G,10439.376,1567.8297,12010.123,1933.6096,15,106
S32028K,,616.78412,,787.41174,7,17
S32028S,6308.6816,423.49399,7660.0771,536.10602,118,274
S32029A,8216.1494,694.86304,9124.4971,913.65509,8191,16252
S32029B,,261.30237,,327.49792,10,39
S32029D,10127.608,267.08029,11099.703,343.75546,2684,2501
S32029G,8077.6851,716.67749,8827.3848,922.67212,41,157
S32029K,15353.978,237.20876,16211.945,320.073,12,36
S32029S,6801.9014,277.14471,8126.8198,355.68225,164,326
S32030A,4834.7266,727.6731,5428.5928,926.12805,4217,21044
S32030B,2637.9946,596.38208,2864.4075,746.54047,15,152
S32030D,7989.6206,291.99457,9123.2705,372.38474,3704,7206
S32030G,5609.5259,679.23907,6616.7031,853.25024,130,1287
S32030K,6525.043,740.23352,7082.1001,930.9256,31,208
S32030S,6400.7905,404.78531,7778.5303,514.54254,442,1780
S32031A,13942.933,671.52856,14879.972,890.4353,1328,1316
S32031B,,731.99146,,916.72003,4,14
S32031D,10926.802,239.89793,11826.398,307.03775,477,515
S32031G,19770.951,590.87921,20411.299,736.69531,15,53
S32031K,,229.24286,,304.39642,5,13
S32031S,7157.4414,257.26938,8897.9492,335.28348,36,77
S32032A,21034.111,563.29541,21880.322,741.67657,327,205
S32032D,9495.1797,279.61307,10677.177,353.90927,99,109
S32032G,13696.75,342.45999,16145.129,433.94296,12,18
S32032S,7638.5942,240.86259,9143.1416,318.15341,12,24
S32038A,7270.8208,867.47797,8028.4893,1108.0371,1677,4747
S32038B,,648.7489,,818.55499,0,18
S32038D,9090.584,302.14603,10139.212,384.28616,816,829
S32038G,6904.4683,1338.0137,7692.6255,1688.3326,20,75
S32038K,,743.08679,,957.38818,7,26
S32038S,8003.5391,492.83878,9729,622.36212,76,176
S32039A,8168.8408,661.60413,9051.6006,870.1167,5214,10635
S32039B,6388.3413,289.7774,7477.3579,371.24112,14,36
S32039D,9913.1006,294.93991,10901.357,378.52118,1734,1661
S32039G,9541.7383,715.75806,10431.061,911.05713,27,137
S32039K,14249.333,751.25464,15165.09,954.2077,15,34
S32039S,6591.7764,294.3869,7730.8086,375.60306,102,238
S32040A,4962.5273,721.68256,5564.1133,917.55951,3353,16246
S32040B,2847.5793,444.30978,3517.2168,560.36981,14,144
S32040D,8052.6592,269.58698,9252.4697,344.29636,2954,5633
S32040G,6434.0693,649.3761,7477.6807,817.31348,117,1095
S32040K,6954.8076,937.74554,8119.1973,1192.4684,36,148
S32040S,6856.7798,363.5896,8254.417,459.74997,387,1423
S32041A,15327.653,731.9165,16248.885,958.64825,1013,932
S32041D,11132.239,241.60088,12294.41,312.20706,379,417
S32041G,20466.131,343.27295,21387.172,459.90454,13,41
S32041S,6862.8042,270.99179,8231.3613,352.58652,23,61
S32042A,21692.699,499.09018,22592.164,700.31219,230,135
S32042D,9414.4541,215.51514,10216.034,282.26566,63,58
S32042G,,448.25888,,591.31738,8,13
S32048A,7681.4312,807.12634,8468.8213,1040.1132,1299,3593
S32048B,,269.03455,,340.0459,6,16
S32048D,9514.8252,276.35486,10643.039,353.84872,620,682
S32048G,4894.2144,927.6059,5386.3579,1182.5558,15,72
S32048K,,1028.5275,,1193.5055,6,31
S32048S,7293.1035,443.39371,8766.9473,562.70355,66,149
S32049A,8209.2734,628.79254,9112.541,826.8114,4208,8073
S32049B,,346.21768,,434.56967,7,26
S32049D,10068.792,284.09708,11120.748,367.97934,1463,1340
S32049G,13905.006,696.65637,15205.699,887.28064,26,82
S32049K,,177.85176,,227.38867,10,50
S32049S,6886.2734,467.03513,8298.0566,591.42181,118,199
S32050A,4796.1606,680.61371,5361.1143,866.28162,1576,8579
S32050B,,634.22705,,784.58429,11,86
S32050D,7760.8052,269.168,8903.5547,342.80728,1334,2831
S32050G,5148.6138,584.36139,5961.1924,727.5531,66,636
S32050K,3969.5127,641.80396,4656.666,805.58868,19,90
S32050S,6497.1797,350.97226,7732.1597,445.8092,185,860
S32051A,14460.064,666.48163,15381.038,867.84204,315,392
S32051D,10119.389,263.62079,11174.819,337.90668,119,179
S32051G,,413.29965,,504.17206,11,23
S32051S,,870.75891,,1094.8904,9,18
S32052A,20145.525,551.79779,20979.516,721.04333,87,68
S32052D,7830.2124,236.36253,8965.8379,298.44473,49,53
S32058A,7636.0723,733.98315,8349.9678,949.69757,861,2179
S32058D,8998.1104,284.34421,10227.271,364.27872,458,455
S32058G,,906.35999,,1138.7159,9,46
S32058K,,187.56999,,240.924,8,14
S32058S,6801.3408,621.8689,8233.6377,781.69037,44,111
S32059A,8535.5078,576.31378,9397.2617,756.15686,2477,4734
S32059B,,534.04956,,673.45044,7,17
S32059D,9869.8115,288.31876,10945.513,372.93744,936,847
S32059G,,375.69955,,524.77429,4,54
S32059K,7283.7065,218.83224,7694.395,283.34076,29,33
S32059S,7871.2993,263.55426,9491.4502,338.7518,62,132
S3210XA,6391.5996,410.3183,7296.6074,546.90558,15317,29557
S3210XB,9051.1855,158.78334,10346.512,201.81625,38,114
S3210XD,8725.1152,271.04422,9829.0176,346.96201,8736,8421
S3210XG,7616.4673,325.67783,8897.1299,409.85678,84,476
S3210XK,9080.6709,405.72821,9742.4756,518.3833,47,166
S3210XS,6786.2754,289.00449,8123.604,368.85739,694,1222
S32110A,5995.1289,436.41693,6854.0083,584.78113,1710,1766
S32110D,8631.0313,264.7623,9811.6709,333.98657,968,907
S32110G,,192.49129,,249.27322,6,42
S32110K,,326.32578,,408.30078,3,12
S32110S,6631.21,304.82892,8126.4531,391.00134,70,110
S32111A,7123.7842,437.38998,7906.9653,571.84973,692,568
S32111D,8194.3604,201.02042,9507.708,252.95589,284,355
S32111G,,488.13965,,611.39618,8,22
S32111S,7014.0493,362.99536,8595.7822,456.65326,23,43
S32112A,9396.5059,80.75972,9844.4707,101.67833,31,21
S32112D,7629.6284,412.38806,9077.3428,523.88098,19,21
S32119A,8403.4238,606.07288,9419.9014,766.1712,1505,567
S32119D,11073.638,219.40865,12122.441,279.98581,397,209
S32119S,7020.7046,392.45917,7992.9023,495.39612,19,27
S32120A,7658.7549,469.37238,8390.1162,612.0683,205,366
S32120D,8625.0518,265.43161,9981.2148,339.90805,113,184
S32120S,,326.61758,,427.25067,8,26
S32121A,10159.47,491.47598,10893.369,642.25549,213,170
S32121D,8348.0439,211.68951,9509.1494,267.21368,67,130
S32122A,13841.74,699.52112,14441.3,801.75,31,14
S32122D,,156.9409,,197.00212,11,20
S32129A,14133.222,744.29126,14980.205,1022.6015,278,117
S32129D,12849.402,169.2765,14081.854,224.8409,74,55
S32130A,5327.0098,335.73514,6261.9443,443.66196,166,430
S32130D,7379.2021,233.46844,8661.7324,294.63324,132,149
S32130S,7530.7842,196.5152,8887.9922,263.388,12,19
S32131A,7951.4063,492.61465,8905.2051,673.50745,98,150
S32131D,9124.7119,155.33781,9958.917,201.06354,43,63
S32132A,,83.581367,,132.84091,11,12
S32132D,,136.86057,,178.64658,4,20
S32139A,11320.117,407.15613,12119.344,531.36798,103,102
S32139D,9651.958,103.6363,10541.424,131.27888,34,29
S3214XA,7193.0957,313.66605,8184.1743,418.81921,433,498
S3214XD,8258.2383,186.13603,9339.4814,240.64294,201,183
S3214XS,7125.9551,568.66388,8260.5752,716.59338,18,20
S3215XA,10583.439,627.44537,11516.814,813.06195,174,166
S3215XD,10264.914,163.11195,11443.456,227.44022,41,40
S3216XA,8092.5093,523.20142,8967.1172,692.37036,108,181
S3216XD,13159.539,236.15056,14124.285,308.20279,42,39
S3217XA,5813.3579,477.89981,6623.5386,639.90594,38,109
S3217XD,8621.375,259.86526,9204.2402,326.59,19,23
S3219XA,6841.3989,480.535,7746.2881,651.54749,4339,6325
S3219XD,10253.281,271.44308,11302.247,345.72333,1807,1556
S3219XG,6379.0278,300.08551,7165.6167,413.52448,22,92
S3219XK,,124.87143,,164.29514,10,29
S3219XS,6620.4902,259.11127,7955.7422,331.66995,121,159
S322XXA,6017.6895,301.19293,6894.8511,404.11951,743,9055
S322XXB,4779.7256,129.92163,6049.3394,168.95073,18,150
S322XXD,8192.3301,211.91693,9272.7129,272.16763,511,1484
S322XXG,,186.35864,,240.72824,8,128
S322XXK,,308.28348,,395.07828,4,39
S322XXS,7243.0176,226.37169,8741.9648,293.27328,51,359
S32301A,5552.6411,402.87512,6391.9243,533.21204,1475,1858
S32301B,13180.761,114.8121,14082.758,147.26526,20,23
S32301D,8973.1836,217.51395,10120.302,277.12045,820,1309
S32301G,,303.94305,,389.06958,8,53
S32301K,,329.52023,,392.81406,11,34
S32301S,6308.6563,354.70477,7694.2495,457.98889,47,106
S32302A,5820.1587,401.888,6679.3647,534.05023,1335,1749
S32302B,10619.653,486.26105,11480.179,589.40161,19,25
S32302D,8800.083,245.12613,9942.6172,312.05887,812,907
S32302G,,142.09155,,168.30482,6,36
S32302K,,223.94238,,291.28564,6,34
S32302S,6340.5718,274.26923,7657.1011,343.35312,60,73
S32309A,3420.9556,195.84315,3901.6748,250.10847,155,441
S32309D,8001.8789,193.3448,9357.7461,245.74005,162,330
S32309S,7180.1431,165.49086,8531.7783,212.65942,15,52
S32311A,5388.4258,301.36618,6253.1221,388.44058,149,331
S32311D,7945.7837,194.85815,9246.7578,245.93451,129,105
S32312A,3898.7578,399.68686,4517.2349,538.48932,129,205
S32312B,,257.51709,,294.39709,7,12
S32312D,8750.8027,193.39224,10122.309,247.96533,75,70
S32312S,,117.49257,,149.30115,11,18
S32313A,1235.6814,220.756,1368.1393,369.22202,12,37
S32313D,,138.20667,,175.54039,8,18
S32314A,3217.5234,201.07947,3857.8889,262.11417,45,85
S32314D,7959.7388,227.31555,9455.585,301.57538,47,66
S32315A,3907.8596,385.00137,4651.1714,535.10486,30,83
S32315D,7405.9131,168.05205,8838.0508,213.77219,36,46
S32316A,,126.73238,,159.00381,2,14
S32316D,,228.57176,,293.15118,1,13
S32391A,7024.9028,511.40622,7880.5327,696.13116,612,666
S32391D,10001.956,195.97372,11109.854,249.86195,298,292
S32391S,,118.72379,,149.47919,10,19
S32392A,6323.5786,612.25604,7123.9756,808.84949,558,638
S32392B,27638.766,,28432.83,,21,3
S32392D,10778.896,236.67673,11679.412,300.97125,231,261
S32392S,6847.6289,299.72781,8373.9814,425.28564,14,19
S32399A,1725.7659,329.27643,1992.0348,426.86127,17,45
S32399D,7688.3022,317.37012,9605.4365,411.37634,15,39
S32401A,6476.2129,362.32043,7305.8364,479.29361,5226,6620
S32401B,5844.7764,109.58646,6999.5972,148.91319,25,53
S32401D,10046.523,210.7462,11450.343,269.33408,4334,3946
S32401G,8253.6602,281.10663,9796.5342,361.3309,43,116
S32401K,22839.369,482.51877,23686.85,607.06952,25,53
S32401S,7359.6216,266.91714,9037.8027,336.54193,406,528
S32402A,6497.9053,368.21707,7334.7271,490.25836,5414,6800
S32402B,3724.1563,209.79854,4398.1885,269.05438,25,33
S32402D,10156.877,226.52615,11535.982,289.96967,4644,4096
S32402G,6593.4189,212.90266,8037.8062,273.57535,39,123
S32402K,8692.4844,276.13391,9450.874,355.88742,35,67
S32402S,7100.5625,332.58926,8720.623,421.25595,386,453
S32409A,2510.7092,124.26284,3033.5083,160.02773,822,2283
S32409B,,82.459702,,104.4007,9,49
S32409D,7713.2075,261.24033,9147.4551,332.85776,408,584
S32409G,,119.8424,,149.5188,7,18
S32409K,,138.70285,,173.79477,3,15
S32409S,6118.3828,269.27341,7528.9941,341.31866,68,98
S32411A,6292.8726,455.61816,7028.1323,602.46191,496,445
S32411D,10430.915,267.83823,11616.883,338.09253,273,219
S32411S,7317.3423,160.79138,8700.126,201.78775,14,22
S32412A,7592.0557,361.6528,8375.3096,491.35849,531,502
S32412D,9483.1465,239.0018,10788.764,302.61392,337,276
S32412S,8393.2891,230.59279,10322.589,292.62802,26,22
S32413A,1745.3845,278.71625,2127.8516,422.00937,16,14
S32413D,8563.9629,,10339.521,,18,11
S32414A,4917.4175,354.85391,5769.5151,470.9501,561,693
S32414D,9200.4277,243.80168,10458.216,308.22681,366,372
S32414S,6625.1274,514.60559,8232.583,648.5517,27,27
S32415A,4368.5161,441.92688,5083.6821,598.70062,540,676
S32415D,8849.7764,222.56003,10110.933,285.91971,383,395
S32415S,7994.6855,325.772,9612.3643,410.802,27,26
S32416A,,126.56586,,158.86244,11,22
S32416D,7116.2837,330.05542,8396.0693,417.19315,20,15
S32421A,19907.207,361.39694,20771.102,479.08939,790,318
S32421D,10961.016,171.90079,12262.162,221.01611,224,390
S32421G,,129.00821,,162.77715,3,14
S32421K,,88.624168,,115.57166,9,12
S32421S,,108.26283,,141.11131,8,22
S32422A,16239.958,358.55579,17093.408,477.67694,716,336
S32422D,11516.145,135.02672,12587.709,170.94159,228,364
S32422S,,189.10289,,244.14667,6,23
S32423A,3332.4524,83.154266,3646.2332,105.44227,26,39
