icd10,b_mcr,se_mcr,b_total,se_total
L03114,933.98492,71.153046,1011.4117,73.80143
L03115,525.29919,30.265875,561.65881,31.392401
L03116,317.70621,29.975178,368.01868,31.090881
L03119,242.48502,77.387268,260.70779,80.2677
L03311,1381.842,80.89772,1480.7003,83.908806
L0390,294.54126,46.968197,362.14108,48.7164
L089,1281.7552,62.680477,1333.3082,65.013504
L270,2156.1047,99.085129,2199.7227,102.77317
L299,1674.2599,70.10244,1768.6293,72.711716
L309,981.51691,65.945107,1069.2559,68.399651
L4050,664.92175,115.83086,751.18561,120.1422
L409,475.49258,59.934841,502.7829,62.165672
L7622,3966.8643,222.64343,3940.8225,230.93044
L7632,6838.9106,108.4511,6925.6987,112.48775
L89150,1477.1073,62.725746,1713.6147,65.060455
L89151,1443.3098,66.258026,1440.9241,68.724213
L89152,1444.598,43.287556,1519.439,44.898762
L89153,2750.1294,55.444736,3226.7866,57.508442
L89154,3549.6763,55.283001,4563.2388,57.340687
L89159,729.93689,56.307404,848.8927,58.403217
L89312,618.99927,86.385513,643.16943,89.600868
L89313,2067.5125,141.00357,2314.6206,146.25185
L89322,612.3042,88.181,667.89789,91.463181
L89323,1926.0256,143.34625,2196.156,148.68173
L89610,571.24854,89.42804,872.04694,92.756638
L89620,709.58014,86.309669,987.30878,89.522202
L89890,2172.4827,110.37892,2486.5781,114.48733
L89892,1416.2164,219.15802,1529.9457,227.31529
L89893,3205.2515,140.76736,3660.2461,146.00685
L89899,1555.933,214.58505,1788.3569,222.57211
L97419,1801.4355,96.89962,1997.0972,100.50632
L97429,1840.0378,92.394218,2003.6208,95.833214
L97519,899.12653,58.843918,893.99731,61.034145
L97529,996.77954,59.850113,985.80743,62.077793
L97819,1232.5023,224.04308,1215.3474,232.38217
L97829,1611.5422,155.45543,1689.4585,161.24162
L97919,975.43268,91.299492,989.43597,94.697746
L97929,685.54749,89.452148,712.39404,92.781647
L98499,1348.319,190.99333,1401.105,198.10229
M009,4076.45,80.524902,4214.0449,83.52211
M069,249.27151,25.594143,300.36469,26.546782
M1000,-187.04155,102.93688,-188.4782,106.76829
M109,247.0601,19.993362,244.39961,20.737535
M129,-962.34454,63.40316,-925.78522,65.763084
M150,-744.30127,49.877075,-656.51135,51.733547
M159,-152.48463,48.222507,-148.53429,50.017395
M160,525.83197,69.900398,506.22122,72.502151
M1611,3079.5037,39.043171,3360.5513,40.496395
M1612,3053.1172,42.692768,3327.7473,44.281834
M170,1662.4196,43.249081,1724.995,44.858852
M1710,510.19012,117.08508,503.14517,121.44311
M1711,1637.6117,31.472013,1789.0344,32.643433
M1712,1586.6226,32.876003,1738.5311,34.099678
M179,1113.4156,51.309174,1233.7683,53.218948
M19011,2152.1326,55.881142,2315.3604,57.961094
M19012,2040.1025,60.55909,2172.4424,62.813156
M1990,-100.49923,13.192665,-80.593773,13.683708
M1991,289.91666,69.159904,338.69025,71.7341
M1A9XX0,492.22104,79.694771,469.83755,82.661087
M21371,1627.5657,92.082108,1664.4215,95.509491
M21372,1860.8513,91.256538,1918.257,94.653191
M2550,-148.50662,105.26235,-41.664886,109.18032
M25511,620.72345,49.013485,649.32721,50.837814
M25512,771.52338,51.873276,807.68872,53.80405
M25551,400.81534,37.972775,392.48389,39.386158
M25552,369.00027,40.551323,366.22632,42.06068
M25561,730.51556,43.438099,740.85364,45.054909
M25562,868.91156,45.903099,867.62238,47.611656
M329,613.84259,55.510689,683.16022,57.576851
M3500,780.96582,83.687035,839.88733,86.801941
M353,104.36568,56.495064,116.23521,58.597862
M40209,2129.1167,206.03986,2201.772,213.70886
M4186,12505.525,160.17482,12896.828,166.13667
M419,2268.4897,49.561939,2349.1738,51.406685
M4316,10524.379,57.226017,10929.582,59.356022
M4317,7346.3022,115.82674,7622.1885,120.13792
M4626,3263.1184,140.92229,3658.6335,146.16754
M4628,4329.4897,117.86263,4985.3135,122.24959
M4712,8349.1543,82.728806,8752.2324,85.808052
M4726,4808.5498,87.261162,5001.5562,90.509102
M47812,516.05933,55.672306,507.27023,57.744484
M47816,1062.1708,52.569721,1050.6438,54.526417
M47896,1479.2177,107.58949,1490.7742,111.59406
M479,505.99072,72.646095,528.3324,75.350052
M4800,105.28038,43.444016,113.13725,45.061043
M4802,3783.22,44.872898,3993.7622,46.54311
M4804,7940.2461,129.86084,8186.8022,134.69438
M4806,3369.4146,42.133751,3487.699,43.702007
M48061,2608.7366,41.957119,2667.1531,43.518803
M48062,6339.5342,66.254349,6569.7793,68.720398
M4807,3621.9316,74.793083,3798.2776,77.57695
M4854XA,2120.8694,74.889824,2142.2173,77.677299
M4856XA,1927.9788,72.956276,1891.6167,75.671776
M5030,84.873405,72.074272,85.225647,74.756943
M5116,4341.7905,67.649307,4547.3579,70.167282
M5117,4781.7563,150.56703,5000.8423,156.17128
M5126,1520.1895,64.043381,1565.8964,66.427132
M5136,1315.5605,39.71965,1356.0035,41.198055
M5137,2664.4409,90.04995,2766.4338,93.401695
M5412,2528.8716,82.299866,2711.8743,85.363144
M5416,2506.3984,49.61301,2574.9021,51.459652
M542,479.52628,39.358757,487.06512,40.823727
M5430,351.24191,80.196114,382.87027,83.181084
M545,240.93158,22.411034,230.89473,23.245193
M549,123.08561,24.747711,111.34921,25.668844
M6250,147.14587,34.914368,444.3295,36.213917
M6259,-67.894127,54.234856,215.81293,56.253529
M6281,485.42499,13.557012,898.45624,14.061616
M6282,848.08411,40.315384,940.86426,41.815964
M62838,946.96869,52.732098,998.75116,54.694836
M726,9671.5381,120.89801,10079.853,125.39795
M75101,2035.2351,196.02826,2159.7361,203.32462
M791,387.65604,166.32742,405.36139,172.5183
M792,1543.1115,102.42773,1592.0216,106.2402
M79604,658.06329,42.128883,647.0863,43.69696
M79605,425.28174,52.836193,409.78702,54.802807
M797,-180.38177,30.881689,-156.77365,32.031136
M7981,1175.4705,84.002838,1195.6462,87.129501
M7989,547.22949,27.749958,527.93811,28.782839
M810,576.94031,18.088167,623.96985,18.761425
M818,309.85605,115.44959,423.3074,119.74673
M8580,796.4043,37.42487,850.09351,38.81786
M86171,1488.8672,75.890503,1579.51,78.715218
M86172,1641.9193,78.268578,1749.4803,81.181808
M868X7,2953.7239,79.711174,3066.2891,82.678101
M868X8,7163.7358,259.95645,7836.0327,269.63226
M869,2015.3809,47.515808,2153.291,49.284389
M960,16371.849,130.03665,17007.176,134.87674
M961,3391.4197,92.303963,3484.6648,95.739609
N10,-385.52768,54.971272,-333.86823,57.017353
N12,73.061699,56.801102,78.07502,58.915291
N131,1966.5857,185.21152,2013.3835,192.10527
N132,898.92737,57.991356,997.88129,60.149849
N1330,309.77469,38.551746,329.81335,39.986679
N136,667.65137,61.964863,694.84509,64.271255
N138,586.34521,56.271328,628.17841,58.365799
N139,-649.98279,53.310604,-579.88373,55.294876
N141,1615.8546,130.31648,1605.6196,135.16699
N170,4995.4277,29.182554,5173.5464,30.268757
N178,-691.51202,48.244923,-671.53351,50.040646
N179,88.812691,11.810747,100.93716,12.250355
N182,507.29361,38.316174,611.1853,39.742336
N183,-313.79129,18.444944,-213.03253,19.131483
N184,-419.70532,26.241951,-339.84412,27.218702
N185,-495.99503,53.021698,-473.3241,54.995216
N186,-301.97452,28.885794,-210.26326,29.960949
N189,673.4176,19.161367,771.02441,19.874573
N19,-444.50323,57.051075,-372.23767,59.174572
N200,-175.40855,34.217239,-196.22049,35.490837
N250,1075.738,77.844856,1076.0718,80.742317
N2581,710.97058,36.751289,725.65546,38.119205
N281,-600.16827,33.932693,-595.48645,35.195702
N2889,784.83221,48.57785,840.44373,50.385967
N289,552.79358,32.354023,578.01715,33.55827
N3000,-651.00952,34.385509,-685.57086,35.665367
N3001,-1090.0228,59.405842,-1111.9662,61.616985
N3090,182.2701,71.958565,187.85071,74.636932
N319,-249.27036,39.062325,-230.97862,40.516262
N320,-145.3398,84.58242,-153.79979,87.730659
N3281,49.585709,43.47982,69.563599,45.098179
N3289,633.0993,58.689388,675.12885,60.873863
N359,634.91846,135.74957,633.47498,140.80229
N390,628.32483,12.760331,735.78815,13.235283
N393,996.05505,82.025902,1039.3464,85.078987
N3941,507.53378,85.124481,481.69135,88.2929
N39498,1772.4658,98.321251,1741.7822,101.98086
N400,606.41412,15.785774,644.52917,16.373335
N401,13.72996,29.082159,26.53968,30.164625
N508,1797.8772,196.06821,1845.0531,203.36604
N5089,1510.2776,104.77087,1571.8541,108.67054
N529,647.0929,89.67897,677.23718,93.016907
Q211,4428.0244,72.062477,4519.0298,74.744713
Q231,7809.4463,302.47531,8088.5054,313.73373
Q613,641.30878,107.07632,650.92072,111.0618
Q909,2104.3228,107.91795,2357.6433,111.93476
R000,1280.129,21.378315,1324.0673,22.174036
R001,948.96942,21.801403,1006.4789,22.612871
R011,465.76416,48.799362,489.14572,50.615723
R030,2159.1873,78.946205,2406.6958,81.884659
R040,1182.0037,60.013252,1210.5841,62.247002
R042,2007.6871,52.623951,2086.5903,54.582664
R05,48.003403,23.373056,12.562255,24.243025
R0600,-378.73926,21.215626,-391.51288,22.005293
R0602,-513.34009,13.180866,-549.61859,13.671471
R0603,735.19562,58.280521,780.84796,60.449776
R0689,1654.2758,43.512093,1720.1208,45.131653
R0789,-289.7392,22.07156,-300.77396,22.893084
R079,-183.33456,13.988986,-240.2225,14.509669
R0902,581.33618,19.420959,598.19232,20.143826
R1013,-167.89574,42.459484,-153.6924,44.039867
R109,-414.12823,19.119585,-423.87689,19.831234
R110,1074.7236,36.456554,1112.1942,37.813503
R1110,486.26059,50.407513,509.47073,52.28373
R112,-33.97332,25.992046,-33.087601,26.959496
R1310,913.59998,18.078548,939.79773,18.751448
R1311,571.70752,36.627274,779.24927,37.990578
R1312,208.37175,19.371885,443.69086,20.092926
R1313,535.56866,69.0299,532.25409,71.599258
R1314,-276.55182,85.337967,-317.23492,88.514328
R1319,622.16003,57.872185,646.71521,60.026241
R140,754.66168,35.876064,779.8938,37.211407
R159,2734.6267,69.624847,2742.8538,72.216354
R161,215.07733,78.816849,256.91089,81.750488
R17,946.03381,73.619492,1050.974,76.359673
R180,149.30724,109.52663,119.29438,113.60332
R188,888.88593,32.686565,945.6637,33.903191
R195,-865.09515,60.606499,-881.28674,62.862331
R197,561.0365,24.307138,567.41888,25.211874
R200,566.37347,63.848328,585.8515,66.224823
R202,844.49115,102.35351,854.04987,106.16321
R21,2102.9294,51.071384,2157.853,52.972309
R251,370.91711,56.61982,374.02905,58.727261
R252,3396.541,95.370712,3434.863,98.920494
R260,2117.7822,70.126404,2171.0649,72.73658
R262,1058.0222,14.830008,1165.7079,15.381994
R2681,96.746208,22.539692,110.21093,23.378641
R2689,1274.2445,19.803457,1341.0077,20.540562
R269,1906.2489,21.919764,1955.5129,22.73564
R270,711.04419,52.570271,743.11285,54.526985
R278,83.027626,23.054035,327.86197,23.912128
R279,-288.36255,26.685293,-63.546692,27.678547
R293,99.20565,39.363609,360.43835,40.828762
R296,-19.182852,23.395952,21.846424,24.266771
R29700,-1094.2388,167.59506,-980.9657,173.83311
R29810,720.60217,44.329292,708.05182,45.979271
R29898,719.15192,53.644035,752.49725,55.64072
R300,767.42212,75.494125,806.52673,78.304092
R310,-130.01944,44.10342,-129.05618,45.744991
R3129,15.035022,185.99486,77.940117,192.91776
R319,542.58362,37.057858,539.37976,38.437183
R32,1269.1675,30.900764,1248.3678,32.050922
R338,1066.0762,36.48259,1061.0267,37.840508
R339,1113.5695,21.633316,1129.9819,22.438528
R34,3299.9282,91.727226,3321.1008,95.141403
