icd10,b_mcr,se_mcr,b_total,se_total
E538,50.409264,37.638027,40.692802,39.038952
E559,284.97812,23.013292,317.26794,23.869869
E569,-1894.6479,58.402237,-1909.444,60.576023
E611,-169.53441,107.22038,-184.95374,111.21123
E6601,-179.28267,25.00355,-80.127235,25.934206
E6609,250.83221,99.960716,322.12723,103.68135
E662,544.17474,52.165604,664.5401,54.107258
E663,809.89185,63.627464,948.7262,65.995743
E669,57.955189,21.08069,139.71049,21.865334
E7220,656.617,91.5047,779.23242,94.910591
E780,615.66516,34.868206,656.20087,36.166035
E7800,546.95508,17.400126,597.93671,18.047775
E781,417.0318,71.178459,495.9451,73.827789
E782,-211.15268,27.466711,-162.63718,28.489048
E784,-127.12404,53.489414,-89.401672,55.480343
E7849,-20.798336,92.135689,26.806835,95.565071
E785,441.32413,8.939127,516.42267,9.2718506
E806,973.40137,82.992775,1019.7728,86.081848
E8339,1907.2328,29.219494,1932.8201,30.307072
E8341,-461.93024,105.06406,-450.68408,108.97464
E8342,-49.526943,20.426617,-74.016296,21.186916
E8351,689.48206,35.800434,667.97473,37.132961
E8352,709.33075,44.643631,776.12244,46.305309
E854,989.6438,248.12854,1027.7845,257.36411
E860,-992.22223,14.844753,-1042.2209,15.397289
E861,513.21539,36.417862,468.34528,37.773369
E869,-1187.9149,45.303116,-1219.8334,46.989342
E870,4130.0879,24.768438,4233.0264,25.690344
E871,1230.8633,14.115724,1287.3986,14.641125
E872,565.00159,17.305384,563.99805,17.949507
E873,5143.2695,43.589943,5274.8071,45.212402
E874,6037.5356,56.250694,6175.2798,58.344398
E875,388.59766,18.526608,383.54959,19.216185
E876,-39.685417,13.223639,-32.895363,13.715835
E8770,1813.8744,31.167124,1801.1747,32.327194
E8779,972.87384,133.87939,952.3678,138.86252
E878,520.20007,45.034969,509.31976,46.711212
E8809,224.29283,40.170727,197.43077,41.665916
E883,16909.17,356.22073,17270.238,369.47961
E8881,736.0777,101.01814,824.22137,104.77814
E890,442.53021,50.819538,471.87411,52.71109
F0150,-184.47623,40.97916,-170.16182,42.504444
F0151,1606.871,58.287457,1794.0005,60.45697
F0280,34.755333,30.596468,-5.6830478,31.735296
F0281,1580.7881,41.591038,1701.2117,43.139095
F0390,172.41185,14.520556,232.50108,15.061026
F0391,923.18408,34.138935,1047.0211,35.409618
F05,3072.7866,31.88545,3103.3518,33.072258
F09,1846.2563,120.69332,1907.8934,125.18564
F1010,642.84033,34.586285,666.7951,35.873619
F1011,1035.7697,124.26688,1010.9999,128.89221
F1020,720.14221,40.78529,729.15259,42.30336
F1021,727.78778,62.722008,741.51514,65.05658
F10231,1102.6332,88.212631,1052.6659,91.495987
F10239,719.33167,53.315269,689.39532,55.299717
F1099,1567.2407,173.35222,1676.3761,179.80457
F1110,881.73541,93.119568,911.44916,96.585564
F1120,906.15881,40.834187,940.25751,42.354076
F1123,961.6427,96.802132,986.57202,100.4052
F1210,1006.4431,64.768608,1063.3109,67.179359
F1290,988.14734,57.332073,1010.6161,59.46603
F1410,519.83258,74.251587,506.40063,77.015305
F1510,1225.7134,86.427086,1218.3179,89.643982
F17200,1294.6563,27.626495,1355.3287,28.654779
F17210,1275.2289,15.971283,1364.7213,16.565748
F17220,500.86069,87.548233,551.73877,90.806862
F17290,996.89001,67.461472,1089.3845,69.97245
F1910,383.62704,83.352432,417.39307,86.454887
F200,3051.8687,49.184776,3381.5437,51.01548
F209,1941.8502,34.899841,2188.1487,36.198849
F22,1330.1523,69.352699,1443.7566,71.934074
F250,2982.312,45.588211,3366.8933,47.285046
F259,1610.2769,44.679699,1778.1908,46.34272
F29,1166.9872,40.029942,1341.3597,41.519894
F319,488.51175,26.660746,527.78522,27.653084
F328,114.0974,93.490608,320.83051,96.970421
F3289,-501.00104,55.702576,-439.27548,57.775879
F329,332.43619,12.092847,340.54605,12.542954
F330,-625.23621,67.97477,-562.96191,70.50486
F331,163.81117,49.255859,207.37299,51.089211
F332,1340.2705,43.526093,1396.9718,45.146175
F333,2202.7114,67.119446,2335.3413,69.617699
F338,-1312.4293,57.9589,-1278.5013,60.116184
F339,-699.88165,25.454248,-634.31738,26.40168
F341,415.09753,97.624725,424.03275,101.25842
F39,497.10605,51.975719,539.48206,53.910305
F40240,146.74057,107.96867,151.85109,111.98736
F410,487.63782,58.250053,501.3223,60.418175
F411,-176.75163,28.509727,-145.17529,29.570887
F418,1030.4333,34.020767,1041.6129,35.287052
F419,243.59459,12.56236,274.59317,13.029943
F429,1212.8992,105.27312,1372.8601,109.19149
F4310,601.77283,41.301895,633.42285,42.839191
F4320,3373.0037,90.160477,3446.4263,93.516342
F4321,1850.8145,61.808178,1896.9227,64.108734
F4322,3768.0901,102.92763,3831.9758,106.75869
F4323,3269.3982,68.942474,3374.812,71.508575
F603,393.31717,81.06411,486.58917,84.08139
F70,1054.7623,191.02553,1266.6554,198.13568
F79,891.71704,58.879971,1010.5143,61.071537
F909,954.3606,79.702515,1044.3647,82.669113
G061,8820.3115,129.90428,9249.9375,134.73944
G20,1221.5026,25.205704,1379.0553,26.143885
G250,453.379,55.097389,484.82092,57.148167
G253,653.05841,98.740105,654.75067,102.41531
G2581,-277.9299,28.619884,-291.81656,29.685143
G301,283.59103,59.449509,309.86035,61.662277
G309,351.53091,31.782804,438.57211,32.96579
G3183,795.935,79.989677,855.9823,82.966965
G3184,967.95343,42.958351,995.85345,44.557301
G319,-642.02405,103.73699,-731.09967,107.59818
G35,994.22736,47.913898,1131.6887,49.6973
G40409,768.27515,86.30925,798.43011,89.521759
G4089,182.59583,45.395988,310.15918,47.08567
G40901,2886.1646,85.547035,2997.5186,88.731178
G40909,441.55072,22.420008,461.85007,23.254501
G43909,544.6825,37.734932,595.59985,39.139462
G459,-1228.0844,30.507519,-1257.0573,31.643038
G4700,696.57874,19.634893,723.94043,20.365723
G4730,28.388987,28.03912,29.827417,29.082764
G4733,185.27707,15.477728,198.7549,16.053823
G500,1002.3806,91.206512,1067.865,94.601303
G510,1264.1605,87.774223,1293.8506,91.04126
G609,-312.41116,67.392784,-310.82684,69.901207
G620,1635.2189,233.68889,1695.4346,242.38701
G6281,11959.842,204.34969,13193.191,211.95576
G629,306.89609,22.043789,312.76968,22.864281
G7000,1118.2408,87.462341,1203.0482,90.717773
G7281,8032.4419,71.776314,8446.8965,74.447899
G7289,7688.917,89.709702,7494.7783,93.048782
G809,1267.3546,74.273499,1443.1583,77.038025
G8191,3604.2109,50.35857,3651.3313,52.232964
G8194,3498.5652,48.17857,3559.8159,49.971825
G8220,2765.6436,56.741528,2964.6514,58.853504
G8250,4390.9946,71.828278,4507.0083,74.501793
G8911,2594.832,70.367615,2710.5037,72.986763
G8918,5386.1299,22.943047,5615.4414,23.797009
G8929,-159.60641,17.068279,-157.31358,17.703577
G893,1722.9918,56.847008,1695.115,58.962906
G894,-583.02405,27.558052,-571.62756,28.583788
G9009,-770.85718,74.590614,-677.90857,77.366943
G911,11383.049,152.02998,11660.829,157.68869
G912,1111.9977,82.881126,1144.1895,85.966042
G919,5823.5176,86.861122,6029.5527,90.09417
G92,1999.0369,30.136505,2026.9539,31.258215
G931,1663.3855,62.940098,1983.04,65.282791
G9340,944.69366,20.343744,978.83258,21.100958
G9341,613.42456,19.822004,604.99213,20.559799
G9349,1835.5354,47.350296,1911.7965,49.11272
G935,8705.1621,85.73159,8906.8721,88.922607
G936,7813.9023,56.96088,7986.3154,59.08102
G9389,1884.4547,41.017311,1933.0256,42.544014
G960,9595.9658,253.34059,9807.9873,262.77017
G9741,9693.9824,323.7879,10007.793,335.8396
H04123,334.1239,182.90726,372.65771,189.71524
H109,1606.0094,96.072601,1727.4294,99.648514
H269,453.39368,55.040771,456.72705,57.089439
H3530,-172.00163,35.6633,-163.50359,36.990719
H409,451.14307,23.643877,484.68503,24.523926
H532,2026.479,86.857483,2061.9658,90.090401
H538,977.78931,80.66201,1020.6506,83.66433
H540,444.11279,109.93697,482.1763,114.02893
H5441,319.19473,121.87083,332.30643,126.40698
H5442,433.88989,120.66367,446.53522,125.15488
H5461,771.92975,132.31403,786.57391,137.23889
H5462,556.83582,131.38449,574.38702,136.27475
H547,300.34314,65.859917,290.50436,68.311287
H548,301.69205,55.095375,339.47119,57.146076
H8110,-37.323883,96.006058,3.472609,99.579491
H905,369.04123,90.764496,372.05872,94.142838
H9190,51.820606,28.397898,33.562714,29.454893
H9193,751.24121,60.750828,767.09601,63.012032
I071,-7.6893234,45.37693,5.9186964,47.065903
I080,916.99591,47.554668,938.72125,49.324696
I081,156.0564,39.724724,171.13684,41.203316
I083,-3.1360843,45.626591,11.573586,47.324856
I10,1875.392,8.7354898,2151.8635,9.0606327
I110,1221.5977,18.07826,1304.5436,18.75115
I119,1153.425,38.508987,1314.1483,39.942329
I120,4395.2163,34.731575,4539.1299,36.024319
I129,1210.0494,19.926828,1247.7313,20.668524
I130,1379.2203,23.878338,1362.9446,24.767111
I1310,808.13104,67.036316,851.30566,69.531471
I1311,2717.0188,103.36938,2867.9966,107.21688
I132,3353.2854,39.422989,3500.697,40.89035
I160,-566.47076,34.847652,-538.83118,36.144714
I161,212.27771,52.606358,229.09822,54.564415
I209,-105.76897,50.851311,-81.201187,52.744045
I2109,4501.2642,83.315765,4640.8315,86.416862
I2119,3849.7097,74.784233,4006.4233,77.567772
I213,2141.5479,51.186646,2207.5176,53.091862
I214,1905.6165,21.284405,1957.1062,22.07663
I21A1,818.41711,48.528011,798.17017,50.33427
I248,-29.177715,34.563946,-43.5881,35.850449
I249,1406.922,60.01918,1480.2878,62.253151
I2510,239.23674,10.931732,280.63812,11.338621
I25110,4962.7676,36.03941,5151.5239,37.380833
I25118,2813.7397,55.851601,2904.4951,57.93045
I25119,2084.6519,37.358685,2169.5889,38.74921
I252,10.213055,16.935652,-23.278101,17.566013
I255,717.74384,25.666235,720.74585,26.621557
I25810,1185.6693,50.43576,1226.5636,52.313026
I2582,3934.9407,65.24752,4038.877,67.676102
I2584,5156.812,99.072662,5283.708,102.76024
I259,132.66531,51.499859,176.88547,53.416733
I2699,1577.3264,31.885281,1625.0687,33.072083
I270,462.44043,90.713615,530.82385,94.090065
I272,719.43536,28.157833,707.25446,29.205894
I2720,597.02692,26.642723,619.02289,27.63439
I2721,1215.3237,119.47217,1276.6501,123.91904
I2722,2119.7852,116.21963,2151.3794,120.54543
I2723,2245.8018,154.76639,2303.5808,160.52695
I2729,426.42084,99.814362,456.14505,103.52955
I2781,-781.60095,72.746254,-791.55853,75.453934
I2782,1448.6899,98.291656,1519.4633,101.95016
I313,1848.8942,45.597721,1904.6541,47.29491
I314,11214.254,135.00287,11431.848,140.0278
I330,4684.3916,78.571487,4965.2417,81.495995
I340,843.21155,21.237036,879.01306,22.027498
I341,1630.2817,63.056488,1734.8271,65.403511
I350,1497.5533,22.918238,1514.8188,23.771276
I351,1322.7466,39.92968,1373.0239,41.415901
I352,3310.9194,78.894905,3387.7317,81.831444
I358,2736.4048,60.998177,2821.2551,63.268589
I361,454.51773,38.340664,491.97852,39.767742
I38,794.22266,66.497597,867.69812,68.972702
I420,1872.5697,43.297043,1930.5319,44.9086
I421,2607.0627,165.68254,2676.6279,171.84941
I422,1641.2126,137.36861,1722.9685,142.4816
I428,2601.7439,51.307549,2664.0339,53.217262
I429,482.45059,23.907835,521.5025,24.797707
I43,1056.6267,231.05154,1133.1835,239.6515
I440,985.94348,35.626526,1001.8325,36.952579
I441,2072.272,62.355793,2134.3474,64.676735
I442,5593.3018,49.63398,5693.8252,51.481403
I447,785.77582,34.238579,805.32007,35.51297
I4510,481.16302,32.809875,507.55573,34.03109
I452,1256.3666,69.11985,1290.9424,71.692558
I4581,1502.3945,48.626556,1509.4944,50.436481
I462,2910.8438,115.71415,2922.9709,120.02113
I468,2285.6536,117.00423,2274.7061,121.35925
I469,-826.38562,42.586517,-881.49695,44.171627
I471,1957.0867,30.164373,2036.038,31.287119
I472,3023.2759,30.124802,3109.2273,31.246075
I480,-244.44676,13.914156,-230.04033,14.432055
I481,752.07587,32.915516,773.45325,34.140663
I4819,132.50296,118.35401,150.7321,122.75926
I482,-188.62756,17.606487,-167.6826,18.261818
I4820,102.147,70.411697,130.72897,73.032486
I4821,-827.90076,153.78458,-828.9986,159.50859
I483,1420.7584,91.476578,1482.4132,94.881424
I4891,296.43829,11.729585,342.35327,12.166171
I4892,1642.5685,28.04875,1703.7528,29.092751
I4901,4671.9873,75.572014,4678.4648,78.384872
I491,1157.8004,50.543049,1155.8513,52.424309
I493,816.10962,37.234344,846.65442,38.620243
I495,2020.2557,33.220146,2039.5018,34.456635
I498,1404.0925,95.576225,1412.7532,99.133667
I499,1721.1417,30.183741,1762.0387,31.307209
I501,1681.9688,90.620331,1734.7432,93.993309
I5020,1085.939,37.615181,1134.0338,39.015255
I5021,1538.8964,34.953339,1601.861,36.254333
I5022,568.50861,24.37738,579.24316,25.284731
I5023,1343.578,24.463638,1329.6906,25.374199
I5030,701.45435,30.417904,719.60162,31.550087
I5031,711.24719,33.247959,743.35083,34.485481
I5032,12.59201,20.028233,-2.8992019,20.773703
I5033,687.36621,21.217779,670.8042,22.007524
I5040,96.036301,59.012867,173.63983,61.209381
I5041,864.00543,65.146873,923.60022,67.571709
I5042,-123.17768,38.030228,-136.39195,39.445751
I5043,1220.3103,30.648184,1211.9464,31.788939
I50810,2095.1157,135.26723,2194.311,140.302
I5082,2642.0537,128.44781,2714.1687,133.22876
I5084,7924.0137,139.45515,8090.0933,144.64581
I509,118.52779,13.331067,167.25079,13.827262
I513,2151.2229,98.873199,2200.6411,102.55335
I517,601.26062,21.455856,604.07709,22.254463
I5181,570.92877,95.815437,602.84296,99.381775
I519,511.81296,108.62587,511.64941,112.66903
I609,4896.8096,74.175186,4973.6787,76.93605
I611,1557.3197,120.72548,1560.4741,125.219
I615,4878.2949,102.98763,4922.8711,106.82093
I619,1797.4648,58.341888,1855.8226,60.513432
I6200,2536.1401,64.431824,2576.9011,66.83004
I6203,4578.5181,109.6832,4586.27,113.76571
I629,1387.9928,122.38184,1424.1957,126.93702
I6340,2204.8223,77.227364,2240.1143,80.101845
I63411,2460.6858,91.453972,2522.0984,94.857971
I63412,2248.6267,83.156075,2282.6777,86.251228
I63511,2316.1663,81.095634,2288.2898,84.11409
I63512,1988.1692,76.692101,1908.4373,79.546654
I638,1105.0697,54.071041,1116.5781,56.083618
I6381,1257.9442,148.54272,1252.1008,154.07162
I6389,1447.0239,87.325493,1460.2925,90.575829
I639,501.758,22.014494,555.67621,22.833893
I6521,1363.7654,48.007381,1472.5964,49.794262
I6522,1397.3993,48.748413,1502.0261,50.562874
I6523,637.9118,28.917854,644.91479,29.994204
I6529,-144.46437,46.606995,-146.44838,48.341751
I671,5553.4023,75.892654,5693.7646,78.717453
I672,981.42761,74.521545,966.06799,77.295303
I6789,294.3161,84.03727,314.54874,87.165215
I679,-199.46872,60.867725,-121.59849,63.133278
I6930,-13.176749,103.66114,103.74121,107.51951
I6931,2508.0483,141.3654,2568.9082,146.62717
I69311,1375.8048,222.8385,1407.6107,231.13275
I69318,4250.8438,132.76056,4201.1943,137.70204
I69319,4194.8394,117.91061,4095.3479,122.29935
I69320,459.189,47.17696,525.93781,48.93293
I69322,2639.6475,63.248367,2649.8601,65.602531
I69328,563.37598,115.30897,602.53351,119.60088
I69351,1834.0604,36.584637,1889.7181,37.946354
I69354,1776.2697,33.595631,1833.3029,34.846092
I69359,1038.7965,174.53352,1091.8939,181.02983
I69391,1641.6653,50.157349,1674.6842,52.024254
I69392,3569.7747,80.401352,3455.9744,83.393967
I69393,3814.1147,109.76643,3740.2151,113.85204
I69398,1865.6538,51.671532,1836.5802,53.594795
I6990,-561.41565,149.22665,-386.83536,154.78102
I69920,-62.248894,179.84882,10.702006,186.54297
I69951,1024.8898,98.102417,1185.6062,101.75388
I69954,1063.8727,83.359215,1241.9565,86.461922
I69991,276.09937,180.6131,428.46268,187.33568
I700,1974.3263,43.995144,1990.6263,45.632687
I701,492.5759,74.624817,471.02814,77.402428
I70201,3648.667,190.29019,3732.3655,197.37297
I70261,3651.8638,102.29736,3684.6123,106.10497
I70262,3844.9507,101.2524,3863.6191,105.0211
I708,3044.2488,115.73247,3122.8235,120.04014
I7092,6671.1792,119.16596,6867.9219,123.60143
I7101,11416.442,136.95023,11648.724,142.04765
I712,2434.5789,55.672173,2512.7583,57.744343
I714,2362.1946,35.192425,2405.5696,36.502319
I723,6504.5786,118.18925,6663.0386,122.58837
I724,2798.3762,105.8411,2853.02,109.78061
I7300,1039.9432,80.847816,1075.9452,83.857048
I739,-171.52209,17.366076,-129.45192,18.012457
I743,5133.4912,75.549217,5298.105,78.361229
I771,2702.7173,76.7117,2756.3916,79.566978
I77810,1044.6641,183.50452,1109.1624,190.33473
I808,2049.7017,108.19698,2068.1741,112.22418
I81,4688.9009,109.0649,4737.6514,113.1244
I82401,751.55927,78.535934,821.79553,81.459122
I82402,666.74548,76.00444,737.02246,78.833397
I82409,707.29553,54.105312,831.03668,56.119164
I82411,2926.4536,77.675514,2994.3762,80.566673
I82412,2242.1689,76.148186,2310.2258,78.982491
I82431,1076.9825,95.197678,1068.9867,98.741028
I82432,1431.4398,91.509529,1437.0074,94.915604
I824Z2,2815.3457,222.09656,2829.4612,230.3632
I82611,3406.1191,102.53422,3500.2861,106.35064
I82612,3928.5154,125.26923,4054.1545,129.93187
I82621,4518.1064,98.303116,4866.4053,101.96204
I82622,3874.6267,108.34354,4155.4194,112.37619
I82C11,11065.688,142.26909,11676.627,147.56447
I8500,-422.25485,90.994209,-449.24976,94.381104
I8510,1275.4213,99.999832,1262.3314,103.72192
I871,4580.9766,99.761421,4713.0532,103.47463
I872,-77.217712,32.876717,-43.451954,34.100418
I878,228.06439,49.731091,188.89095,51.58213
I890,-159.49483,43.933117,-100.1346,45.568348
I951,771.37799,31.894924,777.19073,33.082085
I952,550.435,66.32045,538.9342,68.788963
I953,1588.3715,101.36604,1767.0161,105.13898
I9581,5927.6011,68.777443,6082.2578,71.337402
I9589,546.17645,50.978046,588.36896,52.8755
I959,719.55853,17.890959,736.4505,18.556877
I96,3555.2744,53.364777,3738.27,55.351067
I97190,13604.319,262.00919,13866.196,271.76141
I97618,10889.618,254.3609,11086.358,263.82846
I9789,10458.552,101.07946,10663.823,104.84173
I998,3060.603,68.827927,3094.0127,71.389763
J029,1487.8384,101.52997,1590.5552,105.30901
J069,180.85699,49.913315,295.80505,51.771133
J1000,1235.3818,118.02337,1334.5535,122.41631
J1008,1315.153,203.06461,1304.5867,210.62286
J101,-44.07827,56.73534,10.093782,58.847084
J111,289.23254,91.145752,323.07889,94.538284
J13,1693.7893,91.087898,1744.3929,94.478271
J150,10933.581,108.00237,11595.519,112.02232
J151,8831.7578,75.016525,9646.6641,77.808716
J15211,9214.958,111.54504,9416.7627,115.69685
J15212,5883.3862,76.93676,6246.0527,79.800423
J155,10015.91,151.56934,10455.782,157.21089
J156,3978.4714,57.648296,4146.6133,59.794022
J158,3455.8843,112.38663,3605.625,116.56976
J159,437.85413,39.613052,480.75906,41.08749
J181,77.779549,29.616653,96.843231,30.719013
J188,131.39819,59.157368,186.20395,61.359261
J189,537.37921,13.417533,579.76453,13.916945
J209,-640.34314,33.147575,-561.32037,34.381359
J302,-77.285889,55.803059,-63.113911,57.8801
J309,-344.34283,39.959934,-346.44504,41.447281
J329,583.59729,63.437855,653.61896,65.799072
J398,4064.7578,131.12476,4208.5166,136.00534
J40,188.42201,47.296352,256.07281,49.056767
J42,421.31467,83.703384,462.34601,86.818901
J432,404.91849,100.65163,404.11444,104.39797
J439,276.91473,31.392572,281.71597,32.561035
J440,86.520454,25.023933,71.731903,25.955349
J441,-412.93256,17.554296,-409.78802,18.207684
J449,-66.598801,11.259893,-41.607853,11.678998
J4520,1242.2933,71.30127,1313.683,73.95517
J4540,851.38348,200.56204,906.68677,208.02716
J45901,114.86718,47.019569,161.42958,48.76968
J45909,978.70599,18.375174,1021.3051,19.059114
J45998,369.85355,161.90683,466.16,167.93315
J470,68.309624,139.88437,75.600479,145.09099
J479,606.5069,66.963043,622.08203,69.455467
J690,2462.2507,23.139067,2505.0432,24.000326
J80,4405.3086,60.824951,4477.1099,63.088913
J810,1266.4906,41.650734,1279.4301,43.201012
J811,1981.1119,27.023279,2045.1302,28.029112
J8410,673.47076,41.014072,692.06696,42.540657
J84112,3501.3669,95.674637,3600.3574,99.235733
J849,1542.8864,51.658443,1583.8978,53.581223
J869,6311.7969,95.615608,6660.2539,99.174515
J90,1336.7317,15.859761,1366.7096,16.450077
J910,663.36035,72.303688,658.97101,74.994896
J918,497.40402,49.552208,556.65137,51.396587
J9382,12829.401,221.89873,13272.004,230.15802
J9383,3526.5886,83.159988,3608.1582,86.25528
J939,3763.27,48.199867,3945.9854,49.993916
J942,8142.1431,108.12076,8384.6465,112.14512
J948,825.77026,83.664658,871.22076,86.77874
J951,18217.4,170.16728,18720.537,176.50107
J952,15035.411,298.60294,15380.237,309.71722
J95811,3302.0247,81.185463,3420.6133,84.207268
J95821,13070.422,66.991478,13372.932,69.484962
J95851,35130.43,134.50262,36501.426,139.50894
J9589,6628.9443,127.20185,6787.769,131.93642
J9600,2003.4683,22.579145,2122.448,23.419563
J9601,898.34485,15.771143,902.63379,16.35816
J9602,2225.0352,33.220848,2259.4639,34.457359
J9610,-265.31955,39.16053,-113.59499,40.618122
J9611,-723.27417,33.318989,-690.6969,34.559155
J9612,31.467142,70.468536,89.171219,73.091446
J9620,996.6908,36.613239,1209.2207,37.976021
J9621,735.86975,24.478397,790.24152,25.389507
J9622,1778.2141,36.419662,1879.8331,37.775238
J9690,1984.4471,27.424297,2160.6843,28.445055
J9691,2166.5293,44.714836,2229.95,46.379166
J9692,1786.7056,101.03683,1861.1494,104.79751
J9801,-317.66519,98.892624,-278.42999,102.5735
J9809,2321.594,94.840607,2391.8027,98.370659
J9811,2810.0649,17.279015,2876.5388,17.922157
J9819,4712.2021,114.03421,4859.7764,118.27867
J984,1123.6832,29.427605,1145.4727,30.522928
K209,508.31656,57.172268,519.16656,59.300274
K210,-451.7269,41.668743,-443.52359,43.219696
K219,-.82998008,9.4771814,48.589825,9.8299313
K2210,1068.7146,73.239983,1097.9706,75.966049
K2211,506.53879,148.82413,540.92065,154.36349
K222,-287.94913,54.404537,-318.60007,56.429523
K224,546.69403,90.697746,526.99481,94.073601
K2270,59.216808,52.329346,61.74263,54.277092
K254,43.141773,71.18512,85.256409,73.834694
K259,-113.98363,54.570797,-99.907875,56.601971
K264,992.73615,80.654495,982.66394,83.656532
K269,-190.76808,69.628952,-213.04668,72.220604
K279,514.70111,59.854786,504.43713,62.082638
K2950,-502.8053,50.149654,-507.83408,52.016273
K2960,-431.24408,84.435623,-419.69919,87.5784
K2970,186.5244,35.308571,213.12233,36.622791
K2971,323.35211,87.436806,395.04111,90.691284
K2980,-63.962406,67.30423,-34.206936,69.809357
K30,521.37537,82.131798,625.82654,85.18882
K311,3744.4731,108.37268,3836.187,112.40641
K317,123.82588,83.099579,122.57845,86.192619
K31811,-833.73981,131.9059,-883.21106,136.81555
K3184,277.28259,56.09116,297.991,58.178925
K3189,608.0083,55.003693,648.9632,57.050983
K4090,546.17731,65.379196,566.39368,67.812668
K429,1265.7139,69.181305,1347.1992,71.756294
K430,2430.3018,147.1933,2595.6826,152.67197
K432,1681.954,81.113159,1788.0972,84.132271
K439,527.27441,62.865566,542.40588,65.205482
K449,-33.663223,24.940073,.54470831,25.868366
K5090,839.29633,60.867016,891.65466,63.132545
K5190,1085.7893,70.511932,1145.5065,73.136452
K521,2043.9323,81.498741,2098.5701,84.532204
K529,-576.91095,29.478434,-551.39044,30.575649
K550,4368.7495,164.68201,4470.4023,170.81163
K551,2233.2314,119.25047,2275.531,123.68908
K559,2100.0464,65.073608,2203.3323,67.495712
K560,1793.8624,100.48655,1916.1576,104.22675
K562,4772.6177,106.61465,4894.9565,110.58295
K5641,-598.3548,63.729095,-671.03888,66.101151
K565,3410.8191,96.505196,3516.8296,100.09721
K5650,3716.4277,113.22859,3833.25,117.44307
K5651,2245.8687,139.65543,2350.551,144.85353
K5660,104.21631,55.34119,156.6971,57.401039
K56600,-432.97592,77.466835,-380.58835,80.350227
K56609,346.22659,52.163822,388.61414,54.105408
K5669,392.60031,62.009209,419.04242,64.317253
K56699,1282.9583,90.672562,1328.257,94.047485
K567,4465.7109,35.847969,4637.4458,37.182266
K5720,2407.5811,71.952751,2477.3267,74.630898
K5730,-446.94098,30.954285,-427.2486,32.106434
K5731,-271.40277,71.220863,-187.85602,73.871773
K5732,326.5867,52.766533,413.0365,54.730553
K5790,-222.32994,37.563847,-232.55348,38.962009
K5792,198.13646,54.56171,219.97688,56.592548
K580,315.05093,179.77647,288.56271,186.46793
K589,39.920395,38.200451,44.415577,39.622307
K5900,1164.6721,14.620538,1183.6466,15.164728
K5901,914.17975,79.789658,926.35449,82.759506
K5903,1501.2639,76.443512,1550.5883,79.288811
K5909,367.03641,37.791687,369.73166,39.19833
K592,9426.6514,108.0235,9624.8203,112.04424
K625,-103.18484,42.940834,-101.98812,44.539131
K631,6013.1235,76.256706,6165.0552,79.095047
K632,4573.7515,91.687973,5336.0352,95.100693
K635,83.155952,58.828732,110.87508,61.018391
K6389,1127.1627,46.002415,1174.5387,47.714668
K644,816.68408,84.224602,836.48883,87.35952
K648,-130.68694,51.149956,-62.097504,53.053806
K649,664.60083,58.037777,679.19879,60.197998
K650,5590.9741,273.75824,5658.3389,283.94778
K651,4884.833,66.25798,5174.4126,68.724167
K652,1930.4601,122.20657,2015.4786,126.75521
K658,7809.7734,143.04865,7973.5249,148.37306
K659,5003.7837,83.387527,5153.0483,86.491287
K660,6182.6714,59.631409,6441.1582,61.850945
K661,6817.291,95.257996,7019.6172,98.803589
K7030,-588.59412,62.376404,-594.98993,64.698112
K7031,-1022.1859,73.54966,-1065.8788,76.287247
K7200,2870.0549,57.268913,2858.509,59.400517
K7290,14.204595,53.698891,-20.046337,55.697613
K7460,-802.4566,36.920906,-836.48547,38.295139
K7469,759.14478,70.127106,748.9137,72.737305
K750,3080.1873,180.28548,3240.3752,186.99586
K7581,-190.69867,70.348289,-229.42633,72.966721
K760,-95.421768,41.292576,-59.49361,42.829525
K761,1545.9794,104.75492,1540.8335,108.654
K766,987.53967,61.748699,1016.235,64.047043
K767,4802.1475,123.85743,4919.7988,128.46751
K7689,630.61798,55.552204,696.07617,57.619911
K769,471.97531,66.54615,553.43726,69.023064
K8000,1834.9391,67.104195,1966.9655,69.601883
K8010,1885.1639,67.72348,1976.0292,70.244217
K8020,-276.81152,30.48563,-253.70238,31.620335
K810,1783.582,54.61475,1913.9556,56.647564
K828,475.28525,60.394611,519.0155,62.642555
K830,1820.9429,95.954948,1849.4946,99.526489
K8309,1894.6857,165.6124,1926.1908,171.77664
K831,3968.7991,68.515984,4114.1567,71.066216
K838,345.13016,84.812744,415.27222,87.969559
K851,3475.0881,182.02155,3629.4973,188.79655
K8510,2462.2756,95.323502,2621.2766,98.871536
K859,1330.9207,95.504761,1414.1589,99.05954
K8590,974.19843,51.31171,1044.5273,53.221581
K861,353.10828,59.944462,355.68903,62.175652
K862,1384.7733,179.48277,1434.5197,186.1633
K8689,1124.9924,83.031631,1205.5565,86.122147
K913,6513.8535,116.15105,6662.021,120.4743
K91840,4022.5332,241.32385,4098.6689,250.30615
K9189,5455.5513,73.701904,5551.1133,76.44516
K920,-105.62654,47.958691,-130.96954,49.743759
K921,-653.96417,31.864435,-682.19061,33.050461
K922,-1566.7681,24.212618,-1533.8026,25.113834
K9423,964.21124,77.871017,1216.8267,80.769447
L02211,917.01666,90.361519,1043.7229,93.724861
L02416,2804.8604,208.09262,2980.0552,215.83803
L03113,1021.7604,72.436363,1130.6184,75.132515
